,ACTR3B,ANLN,BAG1,BCL2,BIRC5,BLVRA,CCNB1,CCNE1,CDC20,CDC6,NUF2,CDH3,CENPF,CEP55,CXXC5,EGFR,ERBB2,ESR1,EXO1,FGFR4,FOXA1,FOXC1,GPR160,GRB7,KIF2C,NDC80,KRT14,KRT17,KRT5,MAPT,MDM2,MELK,MIA,MKI67,MLPH,MMP11,MYBL2,MYC,NAT1,ORC6,PGR,PHGDH,PTTG1,RRM2,SFRP1,SLC39A6,TMEM45B,TYMS,UBE2C,UBE2T,PAM50
38,1.5055,0.5069,0.0651,-2.6703,1.382,-1.0665,0.9094,3.069,1.449,0.1086,1.2712,1.0733,0.4956,0.1963,-1.692,0.2118,0.957,-6.1233,1.1353,0.7248,-5.8929,2.0331,-4.92,0.7034,1.35,0.7936,4.5043,4.6976,0.0005,-2.161,-1.2114,0.9078,2.6449,1.3289,-4.9084,0.7399,1.895,0.6685,-2.7408,0.9668,-3.6753,1.9831,1.2735,0.6251,-0.1331,-2.8458,-1.6687,1.0416,2.3904,1.4674,Basal
39,-0.0908,0.1005,-0.0723,1.8547,-0.7662,-0.2515,1.1526,-2.0351,-1.193,-0.3511,-0.4071,-5.121,0.4371,-0.6135,2.0845,-3.1894,-0.9899,3.2388,0.0327,-1.9977,1.8327,-1.0935,-0.0407,1.5285,-1.7529,0.2058,-4.8065,-5.89,-5.1738,3.1899,-0.3712,-0.768,4.8206,0.1962,0.698,-0.2385,-2.546,1.8525,-1.0582,-0.3929999999999999,8.0203,-0.0942,0.9275,0.5732,-3.7869,2.7125,0.7070000000000001,-1.0588,-0.6513,1.4617,LumA
40,-0.8592,-6.8304,-0.5601,1.5267,-5.1916,-0.5849,-3.7923,-3.5411,-4.4874,-4.4146,-3.8031,-5.3698,-3.5148,-5.0044,-1.6532,3.7683,-0.4885,3.4681,-4.0401,-3.8524,-0.8829,3.0402,2.5483,3.1563,-5.5216,-3.0069,9.1301,9.7024,-0.4219,1.7804,1.3552,-3.8988,1.1840000000000002,-4.7133,0.9016,-6.4186,-6.3407,1.665,1.1846,-5.5245,6.7906,3.6026,-5.6023,-4.68,5.8236,-0.7024,1.396,-2.75075,-5.0681,-3.4589,LumA
41,-0.4252,0.0869,1.7592,2.1816,-0.4589,0.0497,0.2193,-0.5321,-1.8682,-0.6387,0.2317,-0.6471,0.968,-0.0473,2.8853,-2.1113,1.9446,0.193,0.7316,-1.1437,0.3981,-1.7916,-0.2102,0.3902,-2.0925,-0.7467,-1.0703,12.3006,1.0568,-0.8643,0.142,0.0059,1.0964,0.4148,2.9313,2.486,0.7658,0.3471,6.5049,-1.7966,1.2963,-2.2262,-0.5105,0.5797,-0.7841,2.8722,-0.738,-1.6447,-0.5601,0.7748,LumA
42,-1.2086,0.7239,0.3314,0.3141,-0.3716,2.155,-0.2969,0.7629,-1.8174,-1.0157,-0.8244,0.5056,1.2552,-0.7749,1.9377,-0.138,-0.1009,0.1934,2.37,3.9937,1.28,-0.8782,-0.9104,-2.35835,-0.6963,-0.4722,-2.9095,-1.4601,-1.3493,1.3192,0.6974,-1.8037,0.5114,-1.3711,-0.1859,4.9273,-0.7968,-2.2527,6.1791,-0.7561,8.3525,-4.4592,-0.1946,-0.2636,-1.8513,-0.8976,-0.6604,-0.1091,-0.9376,1.5142,LumA
43,-1.6226,-1.2212,-1.8891,1.027,-0.2461,0.7168,-0.4504,-1.1987,-0.9813,-0.6465,-0.9757,-3.0684,0.0767,-1.0877,2.5592,-3.3942,0.5456,4.071000000000001,0.1147,-1.9631,1.1555,-2.0529,2.2968,0.5373,-2.1958,-1.8298,12.0009,-3.6602,-4.1794,1.8255,0.5532,-0.7496,1.4112,-1.561,-1.0014,2.4689,-1.2604,-0.7085,8.2898,-1.6764,6.073,-4.3346,-0.7319,-0.4105,-3.6982,2.8505,-1.8327,-2.0867,-0.9501,-0.5997,LumA
44,0.5461,3.1416,-1.2321,-2.8331,1.7181,-2.4659,1.8014,3.6957,2.8135,0.3876,3.0245,4.0999,2.2771,1.975,-2.8704,1.5108,-0.2467,-6.926,1.5093,1.275,-8.7132,4.16,-0.6942,1.7637,1.971,1.663,5.5372,5.8529,3.7878,-3.4653,-0.2607,2.9056,-0.6467,1.4713,-8.2675,-1.7059,1.8418,3.0337,-5.2056,1.8007,-5.0191,2.5689,1.4514,1.1647,4.4024,-1.9668,-4.29005,0.6957,2.1853,1.6868,Basal
45,-0.8461,1.2802,-2.4838,-2.7347,-1.096,0.1373,0.3742,1.2295,-1.2998,-1.062,-0.004,-1.5445,-0.1203,-0.5979,-2.2929,3.2242,-2.6311,-8.5226,0.9618,-2.1998,0.3303,0.589,-0.1201,-0.3162,-1.7351,0.4405,-7.2309,-5.1973,-1.4203,-2.9014,1.0288,0.6759999999999999,-3.0703,-0.9247,0.1786,-1.2376,-2.5631,-2.774,-2.6577,1.1786,-2.349,-3.6078,-0.3508,2.5399,-3.7071,-1.7089,3.1949,-0.0037,-1.0901,-0.1116,Her2
46,0.6246,0.1168,-0.4269,4.2254,0.5716,-0.0296,-1.4986,-0.0598,-0.7686,0.9073,0.3256,1.6347,1.1061,0.1,0.6079,0.6011,2.624,3.0813,-0.2958,-2.9088,0.4382,0.8631,0.8478,2.2483,-0.2429,-0.4191,2.898,10.0941,3.7531,2.5574,0.4238,0.5644,1.4777,0.5128,-0.2951,-3.8368,-1.1669,1.882,1.7057,-0.2418,0.9863,-1.3344,-0.3365,0.557,0.6984,3.6942,-1.2043,1.0041,-0.3707,-0.3142,LumA
47,-1.6121,0.9988,-0.1433,-1.6303,1.9211,0.3483,1.4156,1.0697,1.0967,4.3458,1.1436,1.8741,1.0613,1.6169,1.3731,-1.8619,6.8988,-6.0779,-0.085,2.1818,0.3182,-0.9885,2.2962,9.653,0.9642,1.2486,-2.7503,8.4745,3.5726,-1.6030000000000002,-0.7216,2.094,-0.0733,0.1575,-1.2077,3.7159,0.6814,-0.4117,0.7639,-1.6848,-4.9157,0.7612,1.2496,1.5636,-2.6206,0.4605,3.6288,-0.2572,0.546,0.8473,Her2
48,1.0334,2.6136,-1.9477,-2.6754,0.5258,-1.8229,1.0749,2.0174,1.0768,1.2857,2.5024,0.4001,2.0807,2.7719,-2.3194,3.5899,-2.2106,-6.7134,1.8541,-4.0203,-7.3298,4.3998,-2.3967,-2.0092,1.8078,1.4481,-0.0823,4.1057,4.4301,-5.8581,0.118,1.8326,-2.6158,2.072,-7.0166,-1.7326,-0.3833,-1.6411,-3.1676,2.9365,-2.1829,0.0287,2.5603,2.4783,2.3293,-1.875,-5.8914,0.765,0.4395,1.3839,Basal
49,-0.177,-0.2844,4.3043,1.6278,-0.283,1.2461,-0.4029999999999999,-0.8186,-0.4191,0.0875,-0.7628,-2.8382,-0.215,-0.4975,0.7062,-5.5664,-0.9204,1.6673,0.1669999999999999,-6.73,2.0267,4.9853,0.8958,-1.2385,-0.1026,-0.1112,-7.2828,-9.3825,-11.4937,0.0154,0.2934,0.166,2.5156,1.1245,3.8339,-3.2663,-1.7309,-2.5082,4.4564,-0.6971,6.6483,1.4447,-0.5296,0.1624,-3.2176,0.9759,1.13,0.8379,-0.2247,-0.3642,LumA
50,-0.6226,-0.2219,0.8540000000000001,1.2603,-1.0407,-0.2087,-0.3088,1.8833,-0.5351,-0.3781,-0.356,-0.0465,-1.5224,-0.5727,1.624,-1.3217,1.727,1.6206,-0.0931,8.0594,-0.5981,1.027,0.7349,4.7646,-1.1456,-1.632,-11.4803,-6.3277,-11.9207,1.2126,2.2045,0.7028,0.9303,0.3918,1.0068,2.9003,1.9813,-0.3712,0.648,1.4616,-2.7864,-5.5478,-1.3435,1.7909,-1.8719,0.6504,-3.409,0.2861,-0.7391,-0.2615,LumA
51,-1.0274,0.4489,0.603,0.6028,0.9853,-1.5165,0.1208,-1.2933,-0.4016,-0.0673,1.807,-6.4165,1.2665,1.072,1.8825,-2.6895,-0.142,3.1539,0.1562,6.7397,1.5681,-3.3908,1.641,3.7064,0.3901,0.774,-6.4355,-3.6788,-6.1347,4.4284,0.8466,-0.0709,1.8164,1.0899,2.0344,-5.4575,-1.5131,0.1528,-0.5402,-2.2744,-3.0931,-3.5239,0.7768,-0.6633,-0.7040000000000001,-0.1094,2.6649,0.9578,0.5672,1.6411,LumB
52,-0.5791,-1.1947,1.7865,0.637,-0.0883,0.9587,0.022,0.1659,0.2252,-0.8589,-0.6224,-2.1722,-0.6231,-1.3164,-0.1889,-2.9232,0.7766,1.606,-0.4162,-1.3799,0.0865,-1.0608,-1.3730000000000002,-0.1493,-0.3893,-0.414,-0.1648,0.6425,-0.0489,0.6445,-0.8332,-0.0849,2.367,-0.3132,2.1195,2.4596,0.3619,-2.3012,1.9781,-0.1222,-1.2631,-0.2871,0.2592,-0.1273,-3.5615,2.0223,0.8337,-0.1497,-0.4558,-0.1625,LumA
53,1.6102,1.1905,0.3441,-0.119,1.0373,0.3483,1.5256,5.0284,2.3742,1.1878,2.125,3.9059,1.5847,1.0614,2.1926,1.0373,-0.1896,-5.1957,1.3812,0.8121,-7.754,2.4498,-2.6689,-0.2579,1.6606,2.6029,-1.5966,-1.7272,2.9331,-6.7065,-0.9889,2.2016,0.3046,1.3613,-6.7703,0.1007,2.3196,2.5736,-3.9236,2.1812,-4.8005,2.5214,1.2603,1.4727,1.1943,-2.6343,-4.6444,1.4935,3.2124,0.4809,Basal
54,-0.9858,1.9695,-2.4499,-3.879,-1.4719,0.4549,-0.6167,0.0763,0.1497,8.3682,1.6574,-0.1476,1.4475,0.2583,-0.6722,-1.031,8.472999999999999,-8.3676,1.5265,4.5708,-0.1507,-1.3899,1.0786,11.5334,1.0136,1.1636,-3.8779,0.2738,-0.5004,-6.3227,-1.329,1.0059,-1.9025,0.3168,-0.8164,3.6704,-0.4427,-1.8022,-3.6146,0.243,-3.0581,-0.7844,0.4336,0.9314,0.3414,-2.9138,5.2523,-0.6747,0.5688,1.4623,Her2
55,2.8853,2.0305,-1.2658,-2.0503,-0.1489,0.5364,0.5634,1.3081,2.1266,0.7427,-0.7099,3.0905,0.0808,0.81585,-1.132,1.7609,9.9958,-9.32,-0.4144,6.65,0.1959,0.4878,-0.214,13.203,0.731,0.44,2.774,3.4158,4.2842,-4.5878,-0.618,0.1003,-0.3388,1.1971,0.1349,-4.0876,1.3549,-1.5667,-3.2343,1.1094,-4.348,3.9856,0.0339,0.7245,1.1755,-2.7097,3.7967,-0.0546,0.5028,-0.0898,Her2
56,0.1537,0.1749,-0.9358,-2.4914,-0.795,0.2427,1.5392,0.7665,0.4628,0.561,0.6825,3.6125,-0.2717,0.3862,-2.3042,0.6875,-0.3219,-8.417,1.1555,5.546,-2.211,1.4934,-1.7904,-3.1967,0.2815,0.0551,6.5683,-1.1057,-3.9718,-1.8332,-0.7382,0.8132,-0.7452,0.4836,-2.2351,2.885,0.9704,-1.1275,-3.4479,1.0032,-1.2348,1.7323,1.2345,0.5815,1.6929,-1.3043,-7.2576,-1.2413,0.3613,-0.1473,Basal
57,-0.3633,1.2883,-0.9107,0.6827,0.5331,1.5455,1.0305,-0.2386,1.2711,0.6872,2.8798,-3.276,2.1746,1.8824,2.5367,-2.5891,-0.7572,1.2236,2.4307,-4.1938,1.4554,-2.1525,0.4725,-1.0701,1.3402,1.3598,8.8532,-3.3568,-5.1773,3.4405,1.2347,1.5392,0.1934,1.6446,0.8828,3.7554,2.2302,-0.6024,6.117999999999999,1.7094,8.9167,-2.2808,0.8851,1.1093,-5.5669,3.1106,-2.8679,1.3325,1.5538,1.6407,LumB
58,-0.0554,-0.2852,0.2567,1.8394,-0.7734,1.1228,-0.2239999999999999,-1.2472,-0.4107,2.0642,0.672,-3.5621,0.3353,-0.0355,-1.5353,-5.1778,0.8039,4.2378,0.2889,-3.9907,2.0201,-3.3021,1.7472,4.2939,-0.4853,0.349,-1.0426,-0.4947,-2.1858,3.194,0.9729,-0.375,1.3486,1.4939,1.8456,-4.9688,-1.5641,0.4913,5.111000000000001,-3.2269,9.2843,0.8297,-0.2894,0.1932,-2.481,5.7707,-2.7044,-0.4001,-0.7681,-0.0066,LumA
59,-0.887,-1.8227,-0.5138,1.4752,1.7175,-1.8498,0.8108,-0.2684,-0.7618,2.2822,-0.4382,-5.6621,-1.1918,-0.9791,1.0438,-2.6516,1.6498,2.7127,-0.77,-3.1933,0.2517,-2.3931,0.498,0.1996500000000001,-0.7171,-0.5803,-8.81505,-13.8318,-10.0619,1.1663,0.2896,-1.0069,4.0864,0.0248,1.1192,-4.8325,-1.1787,0.8245,-4.2905,-0.3392,-2.4416,0.1971,-1.0938,-0.412,-3.6992,-1.5783,-4.5582,-1.0274,-1.6596,-1.0941,LumA
60,0.2824,-1.6456,1.7648,2.4688,0.0373,-0.8882,1.0366,-1.9289,-1.4069999999999998,0.5929,0.0175,-4.4215,-0.1698,-0.6155,1.2993,-5.4631,-0.0434,3.1626,0.0221,-3.6206,0.7472,-2.6157,0.2253,0.6005,0.0496,0.1466,-2.3406,7.8527,-2.6588,4.6901,2.0102,-0.5192,2.1516,-0.5872,0.4807,-1.6888,-0.7132,1.9755,2.7619,-1.4909,3.7039,0.6414,0.2976,-1.7443,-5.0341,4.1919,-2.7916,1.6744,-0.3229,0.7071,LumB
61,-0.5117,-0.6777,0.5087,-0.4511,-1.609,0.1367,-0.0033,-1.9478,-0.6375,1.9004,-0.2605,-1.4737,-0.8065,-0.5474,-1.1821,0.9395,2.1516,3.5437,0.6238,2.1674,0.4483,0.0774,1.508,0.4416,-0.9629,-2.7353,-2.6467,-2.6604,-2.5893,0.6709999999999999,1.1471,1.167,-0.2993,0.0561,1.29,0.6708,0.6757,-3.4719,2.546,1.6522,4.3185,2.3299,-0.5156,-0.4013,-0.8091,0.8997,0.9735,-2.7411,0.4263,-0.1379,LumA
62,-1.4073,-2.9473,-1.9531,1.7674,-1.5049,-0.6147,-1.8597,-0.0026,-2.4287,-2.0556,-2.5725,-3.2486,-2.0381,-2.3048,-2.3401,-4.8268,1.6829,2.2904,-2.6814,-2.8869,-0.0765,-2.1281,-0.4603,0.4488,-2.3418,-1.6043,8.2374,-5.8907,-11.8308,2.9167,2.8829,-2.6827,0.0837,-1.0181,1.7374,-1.4544,-1.5964,0.2189999999999999,-1.3708,-2.1595,0.5734,-3.9337,-2.26,-2.5465,-7.0119,2.6005,2.1642,-0.3975,-2.35,-2.9909,LumA
63,2.2472,1.5642,0.1878,-3.2562,-0.052,0.0035,0.427,1.629,1.1991,-0.3874,1.2687,2.6897,0.1514,0.8203,-1.8757,1.5955,-0.7193,-8.9167,1.899,0.9615,-10.1869,4.885,-5.0306,-0.8325,1.3182,1.5022,7.2899,7.6738,-1.2324,-5.5957,-0.8101,0.3668,4.349,1.6072,-4.7256,-1.3533,0.9214,0.4523,-3.2114,1.1262,-4.9944,2.3198,1.3011,0.9506,6.245,-3.5818,-5.566000000000001,1.2015,1.1459,0.5764,Basal
64,0.2117,1.6598,-3.5127,-1.3427,3.6048,0.7418,1.0453,-0.3724,0.6395,-0.7088,0.0244,-1.0952,0.7744,0.7967,-1.7732,1.0758,8.9472,-10.1013,1.3421,4.2086,0.6552,-0.2822,5.6872,12.199000000000002,0.9842,1.2334,-7.33,-7.337999999999999,-6.2456,-2.7882,-1.2497,0.6485,-0.7106,0.9192,-1.8879,-1.9209,2.4319,-2.8975,-4.5509,0.7319,-4.9175,1.5098,0.8385,1.5229,0.3116,-0.0129,4.2111,0.1644,1.6634,0.4189,Her2
65,-0.3525,1.1346,0.0377,2.2214,1.4724,-1.1458,1.0698,4.007,1.9759,0.7685,2.1847,3.1426,3.3308,1.4003,-0.286,3.0838,-1.5504,-4.5647,1.5735,-2.0515,-5.0942,3.4516,-1.1165,-1.3559,2.3185,1.7965,5.3266,5.7274,6.5067,-4.5285,-0.2745,1.3559,3.3625,2.2829,-9.2355,-1.4086,-1.2035,3.2823,-3.8193,1.4578,-2.5729,2.6942,1.0574,0.7784,2.8332,-3.4203,-6.3212,1.538,-0.0306,1.2781,Basal
66,-0.3573,-0.1113,1.7397,3.9625,2.153,0.9864,0.3751,0.3975,0.1348,-0.3907,1.62,-3.4626,1.1041,1.2784,2.5696,-1.284,-2.0103,3.2262,0.8224,-5.2986,-0.3393,-0.8116,-1.5404,-3.0102,0.1528,-0.0247,-1.7902,-1.2134,-1.0758,1.1506,1.9889,2.3244,1.3053,1.3737,0.6716,3.8787,2.426,-1.3209,4.7865,1.0554000000000001,6.4504,0.0659,0.506,0.5895,-1.6146,3.1904,-5.1059,0.0736,1.6315,0.8831,LumB
67,-2.0347,-0.6907,-0.2109,-1.8457,-0.5329,0.3394,-0.1758,0.3544,-1.1866,-0.3553,0.6783,-0.1075,-0.1663,0.7824,0.2111,-0.3847,-0.6095,1.9555,0.0755,0.8394,0.5143,-1.8478,2.2733,-1.696,-1.6761,0.1757,10.2661,10.8984,3.7434,0.6421,-0.2387,-1.4442,-1.8701,0.1484,1.3889,2.617,1.2583,-0.3062,6.0114,-2.9367,5.0971,-1.4936,0.2036,-0.1236,-0.8629,0.3339999999999999,1.494,-1.2393,0.3964,0.2568,LumA
68,0.5136,-2.6022,4.1477,1.7944,-1.5325,0.8861,-1.5593,-1.7124,-3.2369,-1.8885,-2.156,-4.9578,-3.1577,-1.6388,1.0757,-6.0694,-1.3449,1.2913,-2.6853,-1.1605,-0.3426,-1.0461,2.1304,-0.9405,-2.592,-1.5674,-5.9587,-6.2965,-7.3305,-1.7688,-0.1487,-2.416,1.006,-4.2823,-0.8387,-3.37,-4.2419,1.043,4.37,-2.1047,3.1212,-4.1391,-1.5044,-2.512,-2.9192,2.4609,-0.2542,-1.6921,-2.2254,-1.7056,LumA
69,1.1286,-2.4548,1.2229,0.0561,0.4677,0.9368,-0.3753,-0.9873,0.5448,0.3907,-0.377,-1.2999,-1.1454,-1.0778,1.8918,-3.2173,1.1923,0.3517,0.7119,1.2852,-0.3254,-1.4862,-2.1148,1.7261000000000002,-0.2345,-0.716,5.1369,-0.5272,-0.9797,0.9086,-0.2975,-0.8895,-0.0048,-0.8913,1.5498,1.2435,1.3084,0.4425,-2.3611,-0.5098,2.6015,1.0488,0.0364,-0.9868,-2.5622,0.6853,0.17155,-0.6475,0.1333,0.3368,LumA
70,0.9891,-0.6609999999999999,-2.0833,0.0605,2.6798,-1.5361,0.0103,-0.0467,0.9726,-0.8409,0.5893,-5.5063,1.3247,0.7231,1.0865,-3.0707,-2.8816,1.1727,0.8585,0.0199,0.5327,-2.0354,1.6908,-3.4351,1.0795,1.1433,-10.9584,-8.7386,-6.3916,1.8587,-0.081,0.1729,1.5006,1.4457,-1.2794,-6.2511,-0.0293,0.6782,1.1873,0.2483,-1.0592,1.283,1.6845,0.3966,-4.6882,0.1778,-5.0086,1.1701,1.2566,2.8905,LumB
71,-0.3903,-0.7862,1.4685,0.9403,-2.1073,2.2372,-1.1127,-2.0334,-1.6064,-2.6685,-0.7186,-3.4975,-0.812,-2.3214,1.1402,0.8449,0.1693,0.7566,-1.3544,-2.1577,1.2164,-1.0937,0.4242,2.7682,-1.8074,-1.3749,-2.1891,-2.127,-0.3261,1.863,-0.5654,-1.7353,6.1766,-2.2441,1.2174,0.0816,-3.3127,0.1928,4.723,-1.7153,7.1113,-2.0036,-1.7745,-1.6799,0.4229,-1.4437,2.5182,0.7334999999999999,-2.2711,-1.2375,LumA
72,-0.8758,2.197,0.0702,-3.2476,2.0931,0.1794,1.108,0.9723,0.4366,3.6838,1.3722,0.1059,1.6749,1.8929,0.5797,-1.272,2.2621,-0.1314,2.4155,0.9552,0.0601,-0.9616,2.0098,5.2489,1.6625,0.8341,0.0554,0.4039,0.1633,-7.8418,-0.2186,1.739,-1.6569,1.5258,-0.1812,-0.481,0.3478,-0.7257,-1.6165,0.7429,-3.3547,-1.1842,1.5791,2.3057,-1.8759,-1.5592,4.5724,0.4726,0.4806,1.3451,Her2
73,-0.2194,-0.8415,-0.2855,3.2334,-0.2906,-0.2221,0.1204,0.9933,-0.2124,-0.3419,0.2214,1.0767,-0.3456,-1.0825,2.0334,-0.7433,0.3538,1.9637,-0.5609,-2.197,-1.2278,-0.3021,-0.2778,-0.1796,-0.6567,-0.2783,9.4335,9.9031,1.4274,1.7392,1.4133,-1.4129,0.3407,-0.8535,-0.2309,1.2503,-0.7562,1.3812,-4.0221,-0.9113,6.8491,-1.4803,-0.738,-0.8349,-0.6301,5.4627,3.4247,0.2313,-0.7677,-0.6335,LumA
74,0.3764,-1.8456,0.6641,-0.2868,-3.8251,-2.7362,-1.8677,-1.816,-1.8981,-3.4112,-2.8013,-0.6059,-1.3962,-2.2406,-1.3397,-0.0697,-0.8453,2.7797,-1.4113,1.0719,1.6809,-0.5796,2.5313,-2.9591,-2.3762,-2.3636,-2.1911,-3.5392,-2.4858,1.1454,0.1141,-2.0216,-0.6007,-1.263,2.8934,-1.8873,-2.7742,-3.7237,4.843,-2.4313,-1.5731,0.1758,-1.8616,-1.0778,1.5552,-1.8986,0.6563,-2.4729,-2.7708,-1.9683,LumA
75,1.4257,0.4294,0.6079,-1.1527,1.2193,0.2837,1.9895,2.0981,2.045,0.3108,2.043,2.1526,1.3647,1.1589,-2.8701,-0.9712,-2.1324,-4.7663,2.9088,-0.201,-6.7944,3.3989,-4.2015,-0.4847,1.6861,1.3623,-0.034,0.2029,1.3851,-4.0508,0.0969,1.7788,-0.0253,1.3991,-5.5398,-3.4169,2.5597,0.9658,-3.1277,1.0055,-2.6012,2.9330000000000003,2.0381,1.3272,2.8004,-2.9688,-4.2227,1.0753,1.7666,2.0222,Basal
76,-0.0901,-1.0004,-1.1124,1.4601,-1.4258,0.7442,-1.1551,-0.7049,-0.5497,-1.1152,-1.3943,-2.9134,-1.35,-1.4201,0.7978,0.0785,0.9989,0.9746,-1.135,0.8862,1.6243,-0.8377,0.5424,-0.6051,-0.6884,-0.7318,-0.3668,-0.0478,-0.4133,3.9238,-0.3268,-0.509,0.4517,-0.1873,3.1218,0.9278,-1.5283,0.466,5.5123,-1.9029,8.4792,-0.1059,-2.2432,-0.6518,-0.4424,2.5919,-1.064,-0.421,-1.6969999999999998,-1.1588,LumA
